批次,成员编号,资产编号,标的,资产类型,质量状态,来源身份状态,主研究尺度,事后结果观察窗口,三类时间,质量规则,输入成员SHA-256,内容指纹,原因,解除条件
time-quality-20260804T101703+0800-3d3afc62d002,ZI-d09e19cfdcbed9a7fdc593be,DS-000025,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",90a66897075859e1d9c9e335f1e6bf8caa40126b5af49abd6f7dd08c1c62ab7b,c9975907e0893629a35f0dc4ae87e8124ad28fdeb7c38ec0ef0a0a36d2440006,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-9a5034b379b436117dafdeb9,DS-000026,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",d0f705abea8912f989edaccb9cf08cd41eda84e652f74e68a9312e843e842f77,25a8b475d4c52ebb587aa29fd3fe89983f38adfaaa26c5d8d03f36d464b38b56,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-50bc11d42d88870ce48d3c15,DS-000027,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",e25a817f99d52e3d90fb7614939eebcaf57d0bc0f82ee9b42e562f78d2066f9d,fea1654f7d3b376bd7e140945a8ba120987156815199969fe29e71ac28e92939,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-f94898b1902c73c7204f68f4,DS-000028,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",47294cc8ccff44581c75aa5d3c70bc29e9916391a25182dc2645263835aa4c55,1937b7cdbb5050252776671a2896b39f1492665e704af6f5c659759851670f55,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-de37a154d339d6ea9dd24636,DS-000029,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",7dd9f501d01b088e7ff2286b3f33fd8431fdbab3aea1cdb36bd41099a798703e,2aff26da94dc0e0a9b0b31024a2b185b5d4c1e7e0fc67ea7fd42d9e6695bbe86,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-1d36a0c340d1ef902e9b9d9e,DS-000030,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",7feaf8dbf2a33227bce6c15a332add2a8df5958d70cd20dde169159beffeafd8,8777464f1a54dfe8e248315e7bcc322291d784c79ff7ff438cc63218f749996b,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-90a7b0ede5d1cf41ca54fe0d,DS-000031,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",7e617ea65285053e80e850b1a42685e97f1dc11f8a21b09b7a1ddeec481c8607,c92c9815c74f0f1ef233e71cbb36e9f5f82f15895b32b132b53b95815daec0df,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-af8bf19f503a5a5f7dd6543f,DS-000032,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",2ce15b1930aad50b11f350398a0b450644e98b842f7ef2acedf4bee77e77db57,834df5116b818cbb24edebc15488457fb720c0f1e614d26ccb509dc35957c44c,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-0e19e886b80de5aa05aaf456,DS-000033,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",6c383d50d95f4de8a57eed3f877bf95e02d1617101a25d532b17bf06f1520432,7fc24bf00b4d5b1530ff71b7b290a84dcfec52a6518025ac95d4e722536c4446,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
time-quality-20260804T101703+0800-3d3afc62d002,ZI-d0e75a2e82e0873897d28939,DS-000034,BTC,候选数据文件,无法判定,无法判定,"[""4小时"",""8小时"",""24小时"",""48小时""]","[""15分钟"",""1小时""]","{""事件时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""到达时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""},""采集时间"":{""字段"":""未知"",""时区"":""未知"",""状态"":""无法判定"",""精度"":""未知"",""证据"":""任务-000029来源身份清单未提供可证明的时间语义""}}","{""业务键"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""修订"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""异常"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""排序"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""撤销"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""数据截止"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""断档"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""时钟漂移"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""补录"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""迟到"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""重复"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""},""频率"":{""状态"":""无法判定"",""规则"":""未知；不得统计、修复、去重或推断"",""证据"":""尚未取得该对象的质量规则证据""}}",620ec0b6af2da2ee08cf1e41e20fb6206dec2fe11c489115b4686ab4d470868b,491d84fc94f0839f7fed8c98f7674ed99fe1d04ab6e69b91f2fcf929fb5c9f60,缺少事件、到达、采集时间及对象级质量证据,按对象和确切版本提供三类时间、时区、频率、业务键、修订、重复、断档和异常证据
